country,chamber,chamber_type,dimension,indicator,question_id,question_text,selected_answer,score,max_score,country_context,supporting_evidence
Mongolia,State Great Khural,unicameral,Citizen Participation,Public feedback on laws post-enactment,Q9.1,Is the public formally able to provide feedback on enacted laws to inform review or amendment?,Public can provide feedback through formal processes that are consistently used,1.0,1,Practice varies by session; not consistently applied.,Cross-checked with civil society monitoring reports.
Mongolia,State Great Khural,unicameral,Citizen Participation,Public feedback on laws post-enactment,Q9.2,"Is information provided on how public feedback given post-enactment of a law, is considered?",Information is provided inconsistently or selectively,0.5,1,"Provided only upon formal request, not proactively disclosed.",Illustrative placeholder — not independently verified.
Mongolia,State Great Khural,unicameral,Transparency,Availability of MP personal information,Q10.1,Is the following information about Members of Parliament publicly made available by Parliament? [Select all that apply],"Yes, a name list identifying MPs",0.25,1,Practice varies by session; not consistently applied.,Reference: most recent annual transparency report.
Mongolia,State Great Khural,unicameral,Transparency,Availability of MP personal information,Q10.2,"Is each of the categories selected above available for all MPs, or only some?",Available for some MPs,0.5,1,"Provided only upon formal request, not proactively disclosed.",Illustrative placeholder — not independently verified.
Mongolia,State Great Khural,unicameral,Transparency,Availability of MP personal information,Q10.3,In what format does Parliament publish the above information about Members of Parliament?,Non-Machine Readable Format,0.25,1,Practice varies by session; not consistently applied.,Cross-checked with civil society monitoring reports.
Mongolia,State Great Khural,unicameral,Transparency,Availability of MPs' staff personal information,Q11.1,Is the following information about staff of Members of Parliament publicly made available by Parliament? [Select all that apply],"Yes, published names to identify MPs' staff",0.25,1,"Available in the national language only, no official translation.",Reference: most recent annual transparency report.
Mongolia,State Great Khural,unicameral,Transparency,Availability of MPs' staff personal information,Q11.2,"Is each of the categories of information selected above available for all staff of Members of Parliament, or only some?",Available for all or most staff,1.0,1,Confirmed via secondary reporting; not directly verified with the secretariat.,No public documentation found at time of assessment.
Mongolia,State Great Khural,unicameral,Transparency,Availability of MPs' staff personal information,Q11.3,In what format does Parliament publish the above information on staff of Members of Parliament?,Real-time API,1.0,1,Publicly available on the parliament's official website.,"See parliament website, official publications section."
Mongolia,State Great Khural,unicameral,Citizen Participation,Physical accessibility for persons with disabilities,Q12.1,Does Parliament have facilities to ensure physical accessibility for persons with disabilities within the parliamentary buildings?,No meaningful accessibility measures exist,0.0,1,"Available in the national language only, no official translation.",No public documentation found at time of assessment.
Mongolia,State Great Khural,unicameral,Citizen Participation,Physical accessibility for persons with disabilities,Q12.2,Is physical accessibility infrastructure for persons with disabilities available across parliamentary buildings?,Available in some buildings,0.5,1,"Available in the national language only, no official translation.",Cross-checked with civil society monitoring reports.
Mongolia,State Great Khural,unicameral,Citizen Participation,Web content accessibility for persons with disabilities,Q13.1,Does the official Parliament website adhere to the AAA standard of the Web Content Accessibility Guidelines to make its content accessible for persons with disabilities?,Accessibility standards are applied partially or inconsistently,0.5,1,"Provided only upon formal request, not proactively disclosed.",Illustrative placeholder — not independently verified.
Mongolia,State Great Khural,unicameral,Citizen Participation,Web content accessibility for persons with disabilities,Q13.2,To what extent is the AAA standard of the Web Content Accessibility Guidelines applied across content on the official Parliament website?,Applied across all or most content,1.0,1,"Provided only upon formal request, not proactively disclosed.",No public documentation found at time of assessment.
Mongolia,State Great Khural,unicameral,Transparency,Openness of plenary sessions to public,Q14.1,Are plenary sessions physically open to the public?,"Yes, with permission",0.5,1,Publicly available on the parliament's official website.,Illustrative placeholder — not independently verified.
Mongolia,State Great Khural,unicameral,Transparency,Schedule of plenary sessions,Q15.1,Does Parliament publish detailed agendas for plenary sessions to enable meaningful preparation?,Detailed agendas are consistently published,1.0,1,"Provided only upon formal request, not proactively disclosed.","See parliament website, official publications section."
